Categoria,Subcategoria,Serviço,Descrição,Unidade,Valor
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.28,"Bloco autônomo para iluminação de emergência sem indicação de saída (aclaramento) LED 4w, autonomira 3hrs. Especifição de acordo com NBR 10898",un,315
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.29,Módulo de emergência para 1 lâmpada fluorescente compacta de 26W,un,"214,543421052632"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.30,Módulo de emergência para 1 lâmpada fluorescente de 14W,un,210
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.31,Módulo de emergência para 1 lâmpada fluorescente de 28W,un,"196,132"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.32,Refletor de LED 100W Branco - fornecimento e instalação ,un,"216,013273860901"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.33,Refletor de LED 100W Preto - fornecimento e instalação ,un,"175,938"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.34,Instalação de luminária de embutir (luminária fornecida pelo contratante),cj,"40,6033653846154"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.35,Instalação de luminária de sobrepor (luminária fornecida pelo contratante),cj,"38,3886363636363"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.36,Lampada Philips Master LEDTube 1200 mm 18W 840 T8 I W,un,42
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.37,Lampada Philips Master LEDTube 600 mm 10W 840 T8 I W,un,32
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.38,REATOR FLUOR ELETR AFP 1X50/54/58W 220V,cj,"22,9"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.39,Lampada Philips Master LEDTube 1200 mm 18W 840 T5 I W,cj,"34,5"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.40,Lampada Philips Master LEDTube 600 mm 10W 840 T5 I W,cj,35
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,LUMINÁRIAS,2.9.41,Limpeza de luminárias,un,"5,2"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.1,"Revisão QDLT existente ( troca de acrilico, placas de identificação, anilhas, terminais, limpeza e organização, suporte com cópia do projeto impresso na porta ) Considerar As Built da instalação.",vb,"1430,5064355285"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.2,QCIE (grande) - Acima 30 posições monofasicas e com 2 timers,un,"3292,90291262136"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.3,QCIE (medio) - Até 30 posições monofasicas e com 2 timers,un,"2488,90291262136"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.4,QCIE (pequeno) - Até 20 posições monofasicas e com 2 timers,un,"1803,41747572816"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.5,QDEE (grande) - Acima 30 posições,un,"10506,287213164"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.6,QDEE (medio) - Até 30 posições,un,"8875,02435955324"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.7,QDEE (pequeno) - Até 20 posições,un,3125
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.8,QDFAC Quadro de força para Ar Condicionado,un,"2679,61165048544"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.9,QDLT Baixa Tensão ( Disjuntor principal até 200 A) grande - Acima 30 posições - Incluso multimedidor digital - botoeiras na porta,un,"15107,173697"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.10,QDLT Baixa Tensão ( Disjuntor principal até 200 A) grande - Acima 20 posições - Incluso multimedidor digital,un,12567
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.11,QDLT Baixa Tensão ( Disjuntor principal até 200 A) medio - Até 20 posições - Incluso multimedidor digital,un,6875
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.12,QDLT Baixa Tensão ( Disjuntor principal até 200 A) pequeno - Até 10 posições - Incluso multimedidor digital,un,"7122,96161026832"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.13,"QL, QT ou QLT (grande) - Acima de 40 posições monofasicas com botoeiras externas",un,5000
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.14,"QL, QT ou QLT (medio)- Até 40 posições monofasicas com botoeiras externas",un,"3313,15533980583"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.15,"QL, QT ou QLT (pequeno) - Até 20 posições monofasicas com botoeiras externas",un,"2205,38834951456"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.16,Quadro de distribuição padrão Telebrás - 200x200x120mm - P.PTHOMEU / GOMER,un,"57,432"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.17,Quadro de distribuição padrão Telebrás - 400x400x120mm - P.PTHOMEU / GOMER,un,"135,74"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.18,Quadro de distribuição padrão Telebrás - 600x600x120mm - P.PTHOMEU / GOMER,un,"219,009708737864"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,QUADROS,2.10.19,Armário formicado branco com porta para fechamento de quadro elétrico,pç,1600
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.1,Base para mastro de Ø 1 1/2',un,"37,6820912"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.2,"Barra chata de alumínio 7/8"" x 1/8""",un,18
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.3,Base para mastro de Ø 2',un,"35,39170432"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.4,Cabo de Aço de 1/4',ml,"31,145"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.5,Cabo de Cobre NU Ø 10mm²,ml,"9,477"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.6,Cabo de cobre NU Ø 16mm²,ml,"12,753"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.7,Cabo de Cobre NU Ø 25mm²,ml,"16,893"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.8,Cabo de Cobre NU Ø 35mm²,ml,"22,0644210526316"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.9,Cabo de Cobre NU Ø 50mm²,ml,"36,2102409473907"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.10,Cabo de Cobre NU Ø 70mm²,ml,"50,571"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.11,Cabo de Cobre NU Ø 95mm²,ml,"63,126"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.12,Caixa de inspeção para aterramento com tampa de ferro galvanizado,un,50
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.13,Captor Franklin,un,"69,24"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.14,Fita de alumínio de 1''x 3/8'''',ml,"7,9830912"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.15,Haste tipo Copperweld 3/4' X 2.4m,un,"51,89"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.16,Haste tipo Copperweld 3/4' X 3m,un,65
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.17,Haste tipo Copperweld 5/8' X 2.4m,un,43
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.18,Haste tipo Copperweld 5/8 'X 3m,un,"49,49"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.19,Manilha de barro vidrada Ø 12'X 60cm com tampa concreto,un,"74,8125"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.20,Manilha de Barro Vidrada Ø 6' com tampa Concreto para Haste,un,"66,83"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.21,Mastro galvanizado Ø 2' X 3m,un,"337,5"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.22,Mastro galvanizado Ø 2' X 4.5m (2 Lances),un,"497,26"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.23,Mastro galvanizado Ø 2' X 6m (2 Lances),un,"651,02"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,PARA RAIOS E ATERRAMENTO,2.11.24,Tubo de PVC para proteção de cordoalha 50mm (2') X 3.00m,un,"15,738"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.1,Cabo Coaxial 75 OHMS,ml,"4,03"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.2,Cabo óptico monomodo fiber -lan SM 6F I/E,ml,"16,88"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.3,Cabos CI 50 10 Pares,ml,"10,2140788672986"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.4,Cabos CI 50 20 Pares,ml,"19,8"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.5,Cabos CI 50 30 Pares,ml,"24,29"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.6,Cabos CI 50 50 Pares,ml,"36,11"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.7,"Cabos UTP 4 Pares Categoria 5E, 24 AWG - TIPO CM FURUKAWA CM azul",ml,"3,51653290388323"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.8,Conector BNC Macho,un,"11,83"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.9,Plug - Conector RJ45,un,"2,84"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.10,"Patch cord CAT5 com pontas crimpadas com conector RJ45 Macho e metragem mínima de 1,5 metros (cor azul)",pç,"24,485"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.11,Braçadeiras de velcro para organizar cabeamento no rack,pç,"8,4816"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.12,Anilhas para identificação dos cabos de rede,pç,"4,5477"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.13,Cabo CTP APL 6x50 (6 pares),ml,12
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.14,Par Metálico Telefonia: (Cabo CI – 1par),ml,"4,41"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.15,Rack Fechado Completo 24Ux23'' - incluindo acessórios e switch ,un,"2224,50475"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.16,Rack mini Fechado Completo 8Ux19'' preto - incluindo acessórios e switch,un,"1567,91127964122"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.17,Verba para organização de todo o cabeamento do rack de acordo com os padrões solicitados pelo time de TI,vb,1200
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.18,Régua de tomadas com proteção contra surtos 8KA ou 15KA com 8 ou 10 tomadas com plug trava de giro MTM ou Clamper),un,"137,492013287741"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.19,Fornecimento e instalação de filtro de linha com 04 tomadas,pç,"137,808"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.20,Fornecimento e instalação de filtro de linha com 08 tomadas (Balcão / Checkout),pç,"135,7"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.21,Tomada tipo jack RJ45-1 sem Conector,un,"16,8360399352227"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.22,Tomada tipo jack RJ45-2 sem Conector,un,"15,0485436893204"
INSTALAÇÕES ELÉTRICAS / LÓGICA / TELEFONIA,INSTALAÇÕES LÓGICAS E TELEFÔNICAS,2.12.23,"Técnico Eletricista para acompanhamento da Virada de Loja (em lojas de Retrofit, onde o escopo de elétrica é menor)",vb,1500
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.1,"Assento para bacia sanitária - PNE, sem abertura frontal com sistema ""slow close"" easu clean - Deca cód.:  P.516.17 Vogue Plus",un,"332,458"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.2,Assento para bacia Sanitário convencional - Deca,un,"50,873786407767"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.3,"Assento de vaso sanitário elevado 7,5cm com tampa - PNE",un,"345,66"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.4,Bacia Sanitária convencional conforto sem abertura frontal Vogue Plus P510.17 (PNE),un,"1633,25522816751"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.5,"Bacia Sanitária com caixa acoplada - Linha Ravena, cor GE-17 (prever ducha higiênica nos WC's femininos) DECA",un,"699,201060515759"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.6,Bacia Sanitária com caixa acoplada - Acionamento Duo - Linha Vogue Plus - Ref.: CDC.01F.17 -  Cor: Branca - DECA - PNE                                                                                                                                                                                      ,un,"1627,5741897912"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.9,Cavalete PVC em Kit (pode variar conforme a concessionária),un,"238,18375"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.10,Lavatório de canto para deficientes físico - Deca Master ref. L 76 (PNE),un,"1786,56"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.11,Lavatório para deficientes físicos Deca linha Vogue Plus - BR com coluna suspensa na cor branca cód. L 510 17,un,"1156,82727272727"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.12,Lavatório com coluna - Linha Ravena - Ref.: L91 - Branca GE17 - DECA,un,"263,909090909091"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.14,Cuba em Aço Inox,un,370
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.15,Cuba Suspensa Deca L73s (para espaço Vitat),pç,"1488,4185"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.16,"Sifão regulável 1680 para lavatório 1"" x 1 1/2""",un,"81,8109136"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.17,"Sifão regulável 1680 para pia americana 1 1/2"" x 2""",un,"91,89"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.18,"Tampo em granito cinza 60x150cm com cuba simples de aço inox completa com válvula, sifões, etc",un,"797,22069"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.19,"Tampo em granito cinza 120x60cm com cuba simples de aço inox completa com válvula, sifões, etc",un,"798,47"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.20,"Tampo em inox 120x60cm com cuba simples de aço inox completa com válvula, sifões, etc",un,625
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.21,"Tampo em inox 80x140cm com cuba simples de aço inox completa com válvula, sifões, etc",un,"884,386"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.22,Torneira de Parede - Ref.: 1171.C - Linha Decamatic Eco - Cromada - DECA,un,"459,9"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.23,Torneira de Parede - Ref.: 1175.C - Linha Decamatic Eco - Cromada - DECA,un,"501,34"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.24,Tanque com Coluna - Ref.: TQ03 + CT25 - Branco GE17 - DECA ,un,"609,7545"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.25,Torneira de mesa - Linha Decamatic - Ref.:1170C - Cromada - DECA,un,"1360,27"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.26,Torneira de mesa - Linha Decamatic - Ref.:1173C - Cromada - DECA,un,"684,13"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.27,Torneira de mesa - Linha Pressmatic Benefit - Ref.: 00490706 - Cromada - DOCOL,un,"1098,04"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.28,Torneira de mesa - Linha Pressmatic Join - Ref.: 00767738 - Cromada - DOCOL,un,"347,32"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.29,Torneira de mesa - Ref.: 00444506 - Linha Pressmatic - Cromada - DOCOL,un,"365,4"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.30,Torneira de mesa com fechamento automático para lavatório Decamatic Eco - Ref.: 1173.C.CONF - Cromado - DECA (PNE),un,"1437,5382"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.31,Torneira de parede - Ref.: 1168 C35 - Linha Aspen - Cromada - DECA,un,"206,29"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.32,Torneira multiuso cromada - DECA,un,"214,1496"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.33,Caixa acoplada para Bacia Sanitária -  Acionamento DUO - Linha Ravena - Ref.:CD.00F.17 - Cor: Branca = DECA - (Complemento Bacia Sanitária Ref.: P.909.17)                                                                                                  ,un,"229,41"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.34,Caixa acoplada para Bacia Sanitári - Ecoflush - Linha Azalea Plus - Ref.: 351570 - Cor: Branca - CELITE - (Complemento Bacia Sanitária Ref.:351570)         ,un,"285,6408"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.35,Caixa acoplada para Bacia Sanitária - Acionamento Duo - Linha Vogue Plus - Ref.: CDC.01F.17 -  Cor: Branca - DECA - (Complemento Bacia Sanitária - Ref.: P.515.17)                                                                                                                                                                                       ,un,"441,022"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.36,Caixa acoplada para Bacia Sanitária  - Linha Acesso Ecoflush - Ref.: 31359 - Cor: Branca - CELITE - (Complemento Bacia Sanitária - Ref.: 31359),un,"313,56"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.37,"Caixa Descarga embutida - Ref.: M 9000 DW, inclusive acabamento para caixa descarga - Linha Elegance - Cód.: A604280210 - Areia - MONTANA",un,600
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.38,"Tubo de descarga para válvula flexível com joelho azul 1 1/2"" e anel de borracha",un,"47,5"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.39,"Válvula de descarga metálica com registro acoplado e canopla Ø 32 mm (1 1/4"") ou 40 mm (1 1/2"")",un,"191,17"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.40,"Válvula de escoamento para lavatório 1603 - 1"" x 1 1/2""",un,"45,647"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.41,"Válvula de escoamento para pia americana 1623 - 1 1/2"" x 2""",un,"63,2945088"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.42,Gabinete branco p/ pia da Copa,un,"1267,7"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.43,Central de Alarme de Deficiente Arcor,un,"917,64"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.44,"Barras de apoio, para lavatório e Bacia Sanitária - Deca Linha Conforto, ref. 2310C (PNE)",cj,"431,3"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.45,Barra de Apoio 40cm - Ref.:2310.I.040.POL - Cromado - DECA - Escovado                                                                                                                                                                                        ,un,"360,094"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.46,Barra de Apoio 40cm - Ref.: 00446616 - Cromado - DOCOL - Escovado,un,"341,27"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.47,Barra de Apoio 80cm - Ref.:2310.I.080.POL - Cromado - DECA - Escovado,un,"775,63"
INSTALAÇÕES HIDRÁULICAS ,"LOUÇAS, METAIS, BANCADAS E ACESSÓRIOS",3.1.48,Barra de Apoio 80cm - Ref.:00446416 - Cromado - DOCOL - Escovado,un,"406,7994"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.1,"Registro de esfera Ø entre 15 mm (1/2"") e 25 mm  (1"")",un,"72,2388"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.2,"Registro de esfera Ø entre 32 mm (1 1/4"") e 50 mm (2"")",un,"111,983219360902"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.3,"Registro de esfera Ø entre 65 mm (2 1/2"") e 100 mm (4"")",un,"163,954631466297"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.4,"Registro de gaveta bruto Ø 15 mm (1/2"")",un,"29,4024848"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.5,"Registro de gaveta bruto Ø 20 mm (3/4"")",un,"35,6646108"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.6,"Registro de gaveta bruto Ø 25 mm (1"")",un,"48,81"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.7,"Registro de gaveta bruto Ø 32 mm (1 1/4"")",un,"63,62"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.8,"Registro de gaveta bruto Ø 40 mm (1 1/2"")",un,"70,85"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.9,"Registro de gaveta bruto Ø 50 mm (2"")",un,"107,44567392"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.10,"Registro de gaveta bruto Ø 65 mm (2 1/2"")",un,"184,1241584"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.11,"Registro de gaveta bruto Ø 80 mm (3"")",un,"338,52"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.12,"Registro de gaveta bruto Ø 100 mm (4"")",un,"626,7"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.13,"Registro de gaveta com canopla Ø 15 mm (1/2"")",un,"62,2842105263158"
INSTALAÇÕES HIDRÁULICAS ,VÁLVULAS E REGISTROS,3.2.14,"Registro de gaveta com canopla Ø 20 mm (3/4"")",un,"79,2669172932331"
